Term	P_rho	P_pval	C_rho	C_pval	RLIPP
NEST:123	2.526e-01	1.886e-03	2.578e-01	1.500e-03	9.796e-01
NEST:126	3.455e-01	1.591e-05	2.290e-01	4.969e-03	1.509e+00
NEST:133	1.055e-01	2.003e-01	8.634e-02	2.951e-01	1.222e+00
NEST:155	3.316e-01	3.601e-05	3.260e-01	4.960e-05	1.017e+00
NEST:177	2.731e-01	7.521e-04	2.720e-01	7.902e-04	1.004e+00
NEST:85	3.084e-01	1.299e-04	2.297e-01	4.839e-03	1.343e+00
NEST:150	3.741e-01	2.605e-06	2.329e-01	4.261e-03	1.606e+00
NEST:90	1.371e-01	9.553e-02	1.100e-01	1.818e-01	1.246e+00
NEST:61	2.309e-01	4.607e-03	2.435e-01	2.767e-03	9.483e-01
NEST:210	2.051e-01	1.209e-02	2.030e-01	1.302e-02	1.010e+00
NEST:55	3.564e-01	8.152e-06	2.291e-01	4.955e-03	1.556e+00
NEST:142	2.069e-01	1.134e-02	2.041e-01	1.252e-02	1.014e+00
NEST:153	2.552e-01	1.684e-03	2.996e-01	2.059e-04	8.518e-01
NEST:182	3.186e-01	7.506e-05	2.427e-01	2.856e-03	1.312e+00
NEST:221	1.866e-01	2.266e-02	6.421e-02	4.365e-01	2.907e+00
NEST:239	1.281e-01	1.195e-01	-1.347e-02	8.705e-01	-9.511e+00
NEST:132	1.054e-01	2.006e-01	1.394e-01	9.002e-02	7.566e-01
NEST:89	3.398e-01	2.234e-05	1.866e-01	2.267e-02	1.821e+00
NEST:195	2.391e-01	3.318e-03	1.963e-01	1.645e-02	1.218e+00
NEST:21	2.683e-01	9.395e-04	1.243e-01	1.309e-01	2.158e+00
NEST:70	2.082e-01	1.082e-02	2.719e-01	7.962e-04	7.660e-01
NEST:13	4.314e-01	3.955e-08	3.418e-01	1.994e-05	1.262e+00
NEST:256	-1.617e-01	4.880e-02	3.390e-01	2.346e-05	-4.770e-01
NEST:33	2.356e-01	3.826e-03	2.918e-01	3.055e-04	8.073e-01
NEST:47	3.284e-01	4.345e-05	1.403e-02	8.651e-01	2.340e+01
NEST:48	1.223e-01	1.374e-01	1.305e-01	1.127e-01	9.369e-01
NEST:63	1.233e-01	1.341e-01	6.428e-02	4.361e-01	1.918e+00
NEST:84	2.589e-01	1.432e-03	2.639e-01	1.145e-03	9.810e-01
NEST:202	1.577e-01	5.481e-02	1.092e-01	1.848e-01	1.443e+00
NEST:43	-4.187e-02	6.121e-01	4.972e-02	5.471e-01	-8.422e-01
